Empresa,"Tipo
Docto","Nro
Docto",Detalle,DOCUMENTO CRUCE
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,15,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,16,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,19,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,20,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,21,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,22,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,23,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,24,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,25,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,26,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,27,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,28,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,29,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,30,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,38,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,39,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,41,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,29,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,30,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CTA NOMINA IC ENERGI,
Ticenergi,NI,55,RECLASIFICACION CTA NOMINA IC ENERGI,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,2,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,10,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,13,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,15,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,16,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,19,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,2,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,10,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,13,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,38,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,39,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,27,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,28,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,29,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,30,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,10,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,13,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,13,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,15,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,16,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,19,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,20,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,21,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,22,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,23,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,24,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,25,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,26,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,27,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,28,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,29,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,30,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,38,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,39,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,41,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,2,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,38,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,39,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,41,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,2,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,10,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,11,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,12,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,13,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,15,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,16,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,14,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,15,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,16,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,19,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,20,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,21,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,22,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,23,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,24,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,25,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,26,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,27,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,28,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,29,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,30,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,31,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,32,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,37,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,38,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,39,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,40,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,323,MSUAREZ RECLASIFI TERCERO POR ENTIDAD MSUAREZ RECLASIFI TERCERO POR ENTIDAD,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,33,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,34,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,35,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,36,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,3,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,4,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,5,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,6,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,7,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,8,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,SM,9,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,17,COMPROBANTE AUTOLIQ/PARAFISCALES,
Ticenergi,SM,18,COMPROBANTE AUTOLIQ/PARAFISCALES,
